Date,Time,UserID,Location,PostContent,Sentiment,Likes,Comments,EngagementScore,ImageDescription,TravelType
7/1/2025,10:57,U22754,Amman,"Between meetings in Amman, took a moment to enjoy rainbow street cafés.",Positive,83477,3958,58002.2,Rainbow Street cafés,Business
6/10/2025,3:27,U16566,Los Angeles,Relaxing in Los Angeles with views like this: hollywood sign from afar.,Positive,333632,372,200923.2,Hollywood sign from afar,Leisure
5/31/2025,5:20,U41480,Moscow,Business isn’t all boring – check out moscow metro ornate station in Moscow.,Positive,437424,2373,267200.4,Moscow Metro ornate station,Business
6/28/2025,4:33,U52156,Toronto,Thrill-seeking in Toronto! Snow-covered sidewalks downtown was the highlight.,Negative,110489,3213,72719.4,Snow-covered sidewalks downtown,Adventure
7/24/2025,4:08,U64509,Tallinn,Adventuring through Tallinn – just look at medieval towers and stone walls!,Positive,389936,3259,240479.6,Medieval towers and stone walls,Adventure
7/9/2025,5:32,U67247,Manila,Relaxing in Manila with views like this: sunset over manila bay.,Positive,129366,901,79421.6,Sunset over Manila Bay,Leisure
6/13/2025,23:09,U39043,Nairobi,Adrenaline + views = Nairobi. Loved maasai warrior in traditional dress!,Positive,205292,1647,126469.2,Maasai warrior in traditional dress,Adventure
7/20/2025,16:59,U72056,Nairobi,Quick trip to Nairobi for work – still managed to catch this: maasai warrior in traditional dress.,Negative,116759,155,70365.4,Maasai warrior in traditional dress,Business
7/17/2025,10:45,U60270,Copenhagen,Vacation vibes in Copenhagen! Colorful houses in Nyhavn made it unforgettable.,Neutral,483609,4514,299193.4,Colorful houses in Nyhavn,Leisure
7/18/2025,20:12,U16223,Beijing,Business isn’t all boring – check out beijing duck in a traditional setting in Beijing.,Positive,16879,4368,18863.4,Beijing duck in a traditional setting,Business
7/28/2025,10:14,U34700,Glasgow,Thrill-seeking in Glasgow! Kelvingrove Art Gallery was the highlight.,Positive,315857,4901,199316.2,Kelvingrove Art Gallery,Adventure
7/16/2025,5:42,U96191,Toronto,"Between meetings in Toronto, took a moment to enjoy snow-covered sidewalks downtown.",Positive,28699,3342,23903.4,Snow-covered sidewalks downtown,Business
7/15/2025,6:37,U16732,Warsaw,Exploring the beauty of Warsaw – royal castle courtyard.,Negative,13684,4251,16712.4,Royal Castle courtyard,Leisure
6/3/2025,17:52,U50092,Tallinn,Relaxing in Tallinn with views like this: cafés in old town street.,Positive,169309,258,102101.4,Cafés in old town street,Leisure
6/12/2025,7:30,U31576,Helsinki,Exploring the beauty of Helsinki – market square food stalls.,Neutral,8246,2499,9945.6,Market Square food stalls,Leisure
6/23/2025,20:34,U82764,New York,Exploring the beauty of New York – skyline from brooklyn bridge.,Neutral,35027,1263,23542.2,Skyline from Brooklyn Bridge,Leisure
7/17/2025,5:12,U82287,Marrakech,"Between meetings in Marrakech, took a moment to enjoy koutoubia mosque at dusk.",Negative,324627,4093,202962.2,Koutoubia Mosque at dusk,Business
6/3/2025,0:50,U99031,Lisbon,Relaxing in Lisbon with views like this: tram 28 on cobblestone streets.,Positive,445817,4782,277054.2,Tram 28 on cobblestone streets,Leisure
6/4/2025,19:56,U30511,Beijing,Quick trip to Beijing for work – still managed to catch this: the great wall winding over hills.,Neutral,444374,1969,270562.4,The Great Wall winding over hills,Business
7/19/2025,1:34,U15286,Barcelona,Business isn’t all boring – check out sagrada familia at sunset in Barcelona.,Negative,142934,4027,93814.4,Sagrada Familia at sunset,Business
7/10/2025,7:12,U89010,Paris,Thrill-seeking in Paris! Croissant and coffee by the Seine was the highlight.,Positive,410635,1894,250169,Croissant and coffee by the Seine,Adventure
6/5/2025,15:16,U70207,Dubai,Adventuring through Dubai – just look at burj khalifa from below!,Positive,19110,2699,16864,Burj Khalifa from below,Adventure
6/6/2025,12:54,U48040,Bangkok,Exploring the beauty of Bangkok – wat arun at sunset.,Neutral,371758,3108,229270.8,Wat Arun at sunset,Leisure
7/14/2025,3:59,U54133,Mexico City,Exploring the beauty of Mexico City – frida kahlo's casa azul.,Positive,19332,4303,20205.2,Frida Kahlo's Casa Azul,Leisure
7/11/2025,21:14,U62973,Tokyo,Exploring the beauty of Tokyo – sushi platter at tsukiji market.,Neutral,226164,3539,142776.4,Sushi platter at Tsukiji Market,Leisure
6/17/2025,14:45,U92367,Jakarta,Adventuring through Jakarta – just look at national monument in central park!,Positive,106046,3788,71203.6,National Monument in central park,Adventure
7/20/2025,15:36,U17628,Athens,Adventuring through Athens – just look at rooftop taverna with acropolis view!,Positive,335720,2083,205598,Rooftop taverna with Acropolis view,Adventure
7/24/2025,13:32,U54790,Tokyo,Adrenaline + views = Tokyo. Loved cherry blossoms in full bloom!,Neutral,74757,3074,51002.2,Cherry blossoms in full bloom,Adventure
7/20/2025,4:45,U43142,Moscow,Exploring the beauty of Moscow – red square with tourists.,Neutral,175592,257,105869.2,Red Square with tourists,Leisure
5/31/2025,13:13,U77328,Buenos Aires,Thrill-seeking in Buenos Aires! Tango dancers in San Telmo was the highlight.,Positive,382368,18,229456.8,Tango dancers in San Telmo,Adventure
6/30/2025,2:39,U59787,New York,"Between meetings in New York, took a moment to enjoy central park in summer.",Negative,332530,4908,209334,Central Park in summer,Business
7/20/2025,20:03,U47194,Cape Town,Adventuring through Cape Town – just look at top of table mountain view!,Neutral,243050,1767,149364,Top of Table Mountain view,Adventure
7/9/2025,5:34,U16803,Beijing,Business isn’t all boring – check out forbidden city red gates in Beijing.,Neutral,304496,3795,190287.6,Forbidden City red gates,Business
6/13/2025,9:35,U96802,Amman,Business isn’t all boring – check out roman amphitheater with crowd in Amman.,Neutral,272996,1772,167341.6,Roman amphitheater with crowd,Business
7/22/2025,5:08,U46116,Santorini,"Between meetings in Santorini, took a moment to enjoy donkey path to oia.",Positive,319820,1671,195234,Donkey path to Oia,Business
6/30/2025,13:02,U55232,Edinburgh,Adrenaline + views = Edinburgh. Loved arthur's seat hike view!,Positive,138923,66,83485.8,Arthur's Seat hike view,Adventure
6/24/2025,7:47,U55395,Kuala Lumpur,Exploring the beauty of Kuala Lumpur – batu caves steps and statues.,Positive,385988,584,232760.8,Batu Caves steps and statues,Leisure
6/11/2025,7:20,U30864,Santorini,Adventuring through Santorini – just look at blue-domed churches on cliffside!,Positive,302385,1381,184193,Blue-domed churches on cliffside,Adventure
7/20/2025,16:59,U98644,Zagreb,Adrenaline + views = Zagreb. Loved café tables in pedestrian zone!,Neutral,411202,4509,255739.2,Café tables in pedestrian zone,Adventure
6/10/2025,3:19,U63332,Sydney,Thrill-seeking in Sydney! Opera House from the ferry was the highlight.,Positive,380877,1359,231244.2,Opera House from the ferry,Adventure
7/25/2025,23:55,U26910,Reykjavik,Exploring the beauty of Reykjavik – geothermal pool steam rising.,Negative,236758,4523,151100.8,Geothermal pool steam rising,Leisure
6/14/2025,22:15,U29896,Cape Town,Relaxing in Cape Town with views like this: top of table mountain view.,Positive,214088,116,128684.8,Top of Table Mountain view,Leisure
7/16/2025,4:50,U46110,Vilnius,Adrenaline + views = Vilnius. Loved baroque churches in morning light!,Positive,296156,4715,187123.6,Baroque churches in morning light,Adventure
7/22/2025,10:26,U61999,Abu Dhabi,"Between meetings in Abu Dhabi, took a moment to enjoy corniche waterfront walkway.",Negative,286769,1771,175603.4,Corniche waterfront walkway,Business
7/11/2025,10:00,U34566,Auckland,Thrill-seeking in Auckland! Volcanic cone parkland was the highlight.,Neutral,357612,3085,220737.2,Volcanic cone parkland,Adventure
7/22/2025,16:23,U10669,Oslo,Thrill-seeking in Oslo! Viking Ship Museum display was the highlight.,Neutral,414956,1974,252921.6,Viking Ship Museum display,Adventure
5/29/2025,18:48,U16410,Cape Town,Thrill-seeking in Cape Town! Top of Table Mountain view was the highlight.,Positive,33810,2876,26038,Top of Table Mountain view,Adventure
7/14/2025,4:52,U49263,Budapest,Exploring the beauty of Budapest – thermal bath under steam.,Positive,324005,700,195803,Thermal bath under steam,Leisure
6/12/2025,13:48,U98648,Rio de Janeiro,Adrenaline + views = Rio de Janeiro. Loved samba dancers at carnival!,Positive,131113,2972,84611.8,Samba dancers at Carnival,Adventure
6/20/2025,23:49,U12021,Cape Town,"Between meetings in Cape Town, took a moment to enjoy top of table mountain view.",Positive,7575,2384,9313,Top of Table Mountain view,Business
7/14/2025,8:04,U19618,Santiago,Vacation vibes in Santiago! Andes behind the skyline made it unforgettable.,Neutral,427111,3517,263300.6,Andes behind the skyline,Leisure
6/10/2025,5:55,U42060,Manila,Business isn’t all boring – check out intramuros colonial wall in Manila.,Negative,93721,4798,65828.6,Intramuros colonial wall,Business
6/22/2025,21:05,U83932,Buenos Aires,Relaxing in Buenos Aires with views like this: tango dancers in san telmo.,Positive,111636,3876,74733.6,Tango dancers in San Telmo,Leisure
6/18/2025,13:37,U64279,Budapest,Relaxing in Budapest with views like this: chain bridge at night.,Neutral,293923,3620,183593.8,Chain Bridge at night,Leisure
6/1/2025,21:29,U96008,Santorini,Adrenaline + views = Santorini. Loved blue-domed churches on cliffside!,Positive,177252,2349,111049.2,Blue-domed churches on cliffside,Adventure
6/21/2025,17:23,U69273,Istanbul,Adrenaline + views = Istanbul. Loved spices in grand bazaar!,Positive,273738,2191,168624.8,Spices in Grand Bazaar,Adventure
7/19/2025,10:45,U97752,Brussels,Adrenaline + views = Brussels. Loved waffles with whipped cream!,Neutral,223956,3358,141089.6,Waffles with whipped cream,Adventure
6/12/2025,2:01,U77155,Warsaw,Relaxing in Warsaw with views like this: palace of culture and science at night.,Neutral,7926,657,6069.6,Palace of Culture and Science at night,Leisure
6/27/2025,16:04,U54096,Sydney,Adventuring through Sydney – just look at surfing at bondi beach!,Positive,46052,1756,31143.2,Surfing at Bondi Beach,Adventure
5/31/2025,13:59,U55868,Santorini,Exploring the beauty of Santorini – donkey path to oia.,Neutral,266065,1462,162563,Donkey path to Oia,Leisure
6/2/2025,0:34,U59468,Nairobi,Adventuring through Nairobi – just look at sunrise over savannah!,Positive,219825,4208,140311,Sunrise over savannah,Adventure
7/6/2025,1:15,U80827,Vancouver,Thrill-seeking in Vancouver! Sunset kayak on the inlet was the highlight.,Negative,167895,3702,108141,Sunset kayak on the inlet,Adventure
6/7/2025,13:32,U53294,Barcelona,Business isn’t all boring – check out park güell mosaics in Barcelona.,Positive,304008,3261,188926.8,Park Güell mosaics,Business
6/6/2025,1:56,U79759,Seoul,Adrenaline + views = Seoul. Loved palace guards in ceremonial dress!,Neutral,109786,1647,69165.6,Palace guards in ceremonial dress,Adventure
7/2/2025,2:05,U93526,Reykjavik,"Between meetings in Reykjavik, took a moment to enjoy geothermal pool steam rising.",Positive,34019,977,22365.4,Geothermal pool steam rising,Business
7/1/2025,23:05,U54814,Barcelona,Adventuring through Barcelona – just look at park güell mosaics!,Positive,224177,2225,138956.2,Park Güell mosaics,Adventure
6/20/2025,17:53,U21008,Moscow,Exploring the beauty of Moscow – red square with tourists.,Negative,374384,2826,230282.4,Red Square with tourists,Leisure
7/13/2025,17:33,U52844,Reykjavik,Adrenaline + views = Reykjavik. Loved hallgrímskirkja church in snow!,Negative,6252,2791,9333.2,Hallgrímskirkja church in snow,Adventure
6/13/2025,10:46,U30855,Vienna,Adventuring through Vienna – just look at horse-drawn carriage in old town!,Positive,36779,1042,24151.4,Horse-drawn carriage in old town,Adventure
6/5/2025,13:12,U35531,Barcelona,Business isn’t all boring – check out park güell mosaics in Barcelona.,Positive,467161,1641,283578.6,Park Güell mosaics,Business
7/4/2025,16:22,U91941,Bangkok,Relaxing in Bangkok with views like this: floating market boats.,Negative,328937,535,198432.2,Floating market boats,Leisure
7/10/2025,3:37,U70945,Cairo,Vacation vibes in Cairo! Camel riders at sunset made it unforgettable.,Positive,113501,3806,75712.6,Camel riders at sunset,Leisure
6/13/2025,1:04,U41733,Manila,Relaxing in Manila with views like this: sunset over manila bay.,Positive,260201,560,157240.6,Sunset over Manila Bay,Leisure
6/30/2025,0:56,U63305,Manila,Business isn’t all boring – check out jeepneys on crowded street in Manila.,Positive,464597,2234,283226.2,Jeepneys on crowded street,Business
6/13/2025,17:52,U87470,Kuala Lumpur,Relaxing in Kuala Lumpur with views like this: batu caves steps and statues.,Positive,3815,1792,5873,Batu Caves steps and statues,Leisure
7/17/2025,16:29,U83504,London,Business isn’t all boring – check out afternoon tea in notting hill in London.,Positive,337411,4838,212122.6,Afternoon tea in Notting Hill,Business
7/4/2025,9:06,U16302,Zagreb,Quick trip to Zagreb for work – still managed to catch this: st. mark’s colorful roof.,Positive,179378,3730,115086.8,St. Mark’s colorful roof,Business
7/17/2025,19:04,U76824,Kuala Lumpur,Vacation vibes in Kuala Lumpur! Batu Caves steps and statues made it unforgettable.,Positive,149218,3569,96668.8,Batu Caves steps and statues,Leisure
7/13/2025,14:23,U20080,Copenhagen,"Between meetings in Copenhagen, took a moment to enjoy colorful houses in nyhavn.",Positive,425365,2768,260755,Colorful houses in Nyhavn,Business
6/17/2025,11:16,U33822,Cusco,"Between meetings in Cusco, took a moment to enjoy alpacas near mountain trail.",Neutral,136311,3577,88940.6,Alpacas near mountain trail,Business
6/21/2025,17:15,U32981,Paris,Relaxing in Paris with views like this: croissant and coffee by the seine.,Positive,10628,4397,15170.8,Croissant and coffee by the Seine,Leisure
6/24/2025,17:46,U80905,Hanoi,Exploring the beauty of Hanoi – hoan kiem lake bridge.,Neutral,432702,1496,262613.2,Hoan Kiem Lake bridge,Leisure
6/9/2025,9:38,U98427,Seoul,Thrill-seeking in Seoul! Palace guards in ceremonial dress was the highlight.,Positive,481131,4862,298402.6,Palace guards in ceremonial dress,Adventure
7/8/2025,2:47,U95199,Santorini,Thrill-seeking in Santorini! Donkey path to Oia was the highlight.,Neutral,133532,2613,85345.2,Donkey path to Oia,Adventure
7/10/2025,3:51,U90539,Reykjavik,"Between meetings in Reykjavik, took a moment to enjoy sun voyager sculpture by water.",Positive,234734,2361,145562.4,Sun Voyager sculpture by water,Business
6/7/2025,14:14,U40010,Stockholm,Adrenaline + views = Stockholm. Loved gamla stan alleyways!,Positive,461060,1526,279688,Gamla Stan alleyways,Adventure
6/23/2025,18:25,U20370,Cape Town,Thrill-seeking in Cape Town! Top of Table Mountain view was the highlight.,Negative,49785,4877,39625,Top of Table Mountain view,Adventure
6/29/2025,7:44,U98520,Vancouver,Quick trip to Vancouver for work – still managed to catch this: snow-capped mountains behind skyline.,Negative,213613,322,128811.8,Snow-capped mountains behind skyline,Business
7/26/2025,4:05,U10133,Beijing,Adrenaline + views = Beijing. Loved forbidden city red gates!,Positive,316124,999,191672.4,Forbidden City red gates,Adventure
6/28/2025,23:19,U18220,Reykjavik,Relaxing in Reykjavik with views like this: sun voyager sculpture by water.,Positive,293104,569,177000.4,Sun Voyager sculpture by water,Leisure
6/16/2025,7:43,U51202,Vilnius,Vacation vibes in Vilnius! Gediminas Tower on hill made it unforgettable.,Neutral,493833,532,297363.8,Gediminas Tower on hill,Leisure
6/1/2025,17:41,U28854,Los Angeles,Vacation vibes in Los Angeles! Santa Monica Pier made it unforgettable.,Neutral,336739,4201,210445.4,Santa Monica Pier,Leisure
6/11/2025,21:11,U54833,Glasgow,Thrill-seeking in Glasgow! Kelvingrove Art Gallery was the highlight.,Neutral,83881,3521,57370.6,Kelvingrove Art Gallery,Adventure
6/11/2025,20:04,U42927,Cusco,"Between meetings in Cusco, took a moment to enjoy alpacas near mountain trail.",Positive,256709,3430,160885.4,Alpacas near mountain trail,Business
7/19/2025,7:53,U48847,Riga,Adventuring through Riga – just look at freedom monument with tourists!,Positive,406440,3275,250414,Freedom Monument with tourists,Adventure
6/1/2025,2:10,U87135,Vienna,Thrill-seeking in Vienna! Horse-drawn carriage in old town was the highlight.,Positive,263363,3761,165539.8,Horse-drawn carriage in old town,Adventure
6/3/2025,5:26,U51533,Tallinn,Thrill-seeking in Tallinn! Cafés in old town street was the highlight.,Positive,204217,3419,129368.2,Cafés in old town street,Adventure
7/15/2025,15:24,U38006,Cairo,Relaxing in Cairo with views like this: pyramids of giza under hazy sky.,Positive,263799,3738,165755.4,Pyramids of Giza under hazy sky,Leisure
7/25/2025,17:05,U89686,Doha,Adventuring through Doha – just look at skyline with dhow boat!,Positive,324909,100,195145.4,Skyline with dhow boat,Adventure
7/20/2025,1:26,U91708,Tel Aviv,Thrill-seeking in Tel Aviv! Beachfront with volleyball players was the highlight.,Neutral,103439,2020,66103.4,Beachfront with volleyball players,Adventure
6/1/2025,19:59,U20443,Helsinki,Quick trip to Helsinki for work – still managed to catch this: market square food stalls.,Positive,100853,3924,68359.8,Market Square food stalls,Business
6/14/2025,23:48,U48097,Auckland,Business isn’t all boring – check out sky tower above marina in Auckland.,Positive,436249,1291,264331.4,Sky Tower above marina,Business
6/6/2025,2:50,U68998,Stockholm,Vacation vibes in Stockholm! Gamla Stan alleyways made it unforgettable.,Neutral,288618,3404,179978.8,Gamla Stan alleyways,Leisure
7/18/2025,6:02,U81485,Warsaw,Adrenaline + views = Warsaw. Loved colorful buildings in old town!,Positive,290570,891,176124,Colorful buildings in Old Town,Adventure
6/26/2025,1:27,U64265,Los Angeles,"Between meetings in Los Angeles, took a moment to enjoy hollywood sign from afar.",Positive,170263,950,104057.8,Hollywood sign from afar,Business
7/20/2025,8:17,U23126,Auckland,Adventuring through Auckland – just look at volcanic cone parkland!,Positive,122827,201,74098.2,Volcanic cone parkland,Adventure
6/1/2025,21:50,U23041,Copenhagen,Vacation vibes in Copenhagen! Bicycles along cobbled street made it unforgettable.,Positive,58077,3569,41984.2,Bicycles along cobbled street,Leisure
6/20/2025,6:04,U92654,Abu Dhabi,Exploring the beauty of Abu Dhabi – sheikh zayed mosque white domes.,Positive,260469,4733,165747.4,Sheikh Zayed Mosque white domes,Leisure
6/12/2025,0:02,U40316,Buenos Aires,Thrill-seeking in Buenos Aires! Colorful Caminito buildings was the highlight.,Positive,479181,1348,290204.6,Colorful Caminito buildings,Adventure
6/30/2025,9:37,U25492,Barcelona,Relaxing in Barcelona with views like this: park güell mosaics.,Neutral,210266,4608,135375.6,Park Güell mosaics,Leisure
6/28/2025,19:01,U73164,Tel Aviv,Exploring the beauty of Tel Aviv – beachfront with volleyball players.,Positive,397340,2225,242854,Beachfront with volleyball players,Leisure
7/23/2025,10:44,U16327,Abu Dhabi,Exploring the beauty of Abu Dhabi – date palms and desert dunes.,Negative,381373,1852,232527.8,Date palms and desert dunes,Leisure
7/24/2025,20:30,U59656,Rome,Exploring the beauty of Rome – pasta served in a small trattoria.,Positive,346609,639,209243.4,Pasta served in a small trattoria,Leisure
6/22/2025,15:07,U65770,Zagreb,Relaxing in Zagreb with views like this: st. mark’s colorful roof.,Positive,79930,3592,55142,St. Mark’s colorful roof,Leisure
6/13/2025,0:12,U74805,Stockholm,"Between meetings in Stockholm, took a moment to enjoy gamla stan alleyways.",Neutral,6085,3494,10639,Gamla Stan alleyways,Business
6/28/2025,3:26,U39503,Cairo,Business isn’t all boring – check out pyramids of giza under hazy sky in Cairo.,Neutral,292523,1187,177887.8,Pyramids of Giza under hazy sky,Business
6/29/2025,23:39,U84226,Warsaw,Quick trip to Warsaw for work – still managed to catch this: royal castle courtyard.,Positive,97157,4983,68260.2,Royal Castle courtyard,Business
6/23/2025,14:34,U51876,Mexico City,Thrill-seeking in Mexico City! Frida Kahlo's Casa Azul was the highlight.,Positive,49554,4423,38578.4,Frida Kahlo's Casa Azul,Adventure
6/17/2025,18:21,U84550,Bali,Vacation vibes in Bali! Sunset surfer at Uluwatu made it unforgettable.,Positive,310841,3835,194174.6,Sunset surfer at Uluwatu,Leisure
5/30/2025,8:16,U71160,Santorini,Quick trip to Santorini for work – still managed to catch this: blue-domed churches on cliffside.,Neutral,279645,1818,171423,Blue-domed churches on cliffside,Business
6/16/2025,23:02,U61489,Buenos Aires,"Between meetings in Buenos Aires, took a moment to enjoy tango dancers in san telmo.",Positive,232265,2385,144129,Tango dancers in San Telmo,Business
6/2/2025,12:28,U49280,Beijing,Business isn’t all boring – check out the great wall winding over hills in Beijing.,Positive,32875,840,21405,The Great Wall winding over hills,Business
7/7/2025,20:45,U47076,Bali,Quick trip to Bali for work – still managed to catch this: sunset surfer at uluwatu.,Neutral,217332,2517,135433.2,Sunset surfer at Uluwatu,Business
7/16/2025,13:07,U31317,Reykjavik,Adrenaline + views = Reykjavik. Loved hallgrímskirkja church in snow!,Positive,252519,338,152187.4,Hallgrímskirkja church in snow,Adventure
6/8/2025,7:21,U67718,Bangkok,Quick trip to Bangkok for work – still managed to catch this: wat arun at sunset.,Positive,206636,4784,133549.6,Wat Arun at sunset,Business
7/21/2025,23:03,U25958,Stockholm,Vacation vibes in Stockholm! Royal Palace changing of guards made it unforgettable.,Positive,453202,1234,274389.2,Royal Palace changing of guards,Leisure
7/1/2025,2:15,U40289,Zurich,Adventuring through Zurich – just look at trams in old town!,Neutral,331325,4955,208705,Trams in old town,Adventure
5/31/2025,11:20,U38471,Barcelona,Thrill-seeking in Barcelona! Sagrada Familia at sunset was the highlight.,Positive,417344,3619,257644.4,Sagrada Familia at sunset,Adventure
6/19/2025,11:27,U68860,Santorini,Quick trip to Santorini for work – still managed to catch this: donkey path to oia.,Neutral,260217,461,157052.2,Donkey path to Oia,Business
6/1/2025,22:30,U92112,New York,Relaxing in New York with views like this: skyline from brooklyn bridge.,Negative,357830,2827,220352,Skyline from Brooklyn Bridge,Leisure
7/4/2025,10:08,U89874,Dubai,Adventuring through Dubai – just look at luxury mall interior!,Negative,389769,2463,238787.4,Luxury mall interior,Adventure
7/23/2025,0:06,U95795,Cape Town,Adventuring through Cape Town – just look at colorful bo-kaap houses!,Negative,175096,53,105163.6,Colorful Bo-Kaap houses,Adventure
6/24/2025,17:06,U67164,Bangkok,"Between meetings in Bangkok, took a moment to enjoy wat arun at sunset.",Neutral,396428,3507,244870.8,Wat Arun at sunset,Business
6/6/2025,16:20,U22327,Nairobi,"Between meetings in Nairobi, took a moment to enjoy safari jeep with giraffes.",Positive,117123,69,70411.8,Safari jeep with giraffes,Business
7/12/2025,22:40,U45220,Marrakech,Relaxing in Marrakech with views like this: lanterns in souk alley.,Positive,153488,435,92962.8,Lanterns in souk alley,Leisure
5/29/2025,16:03,U27432,Santorini,Exploring the beauty of Santorini – donkey path to oia.,Positive,229908,518,138980.8,Donkey path to Oia,Leisure
6/1/2025,22:37,U21473,Hanoi,Business isn’t all boring – check out hoan kiem lake bridge in Hanoi.,Neutral,306385,2200,188231,Hoan Kiem Lake bridge,Business
6/3/2025,8:06,U59374,Warsaw,Relaxing in Warsaw with views like this: colorful buildings in old town.,Negative,159008,3635,102674.8,Colorful buildings in Old Town,Leisure
7/20/2025,4:01,U19593,Brussels,Adventuring through Brussels – just look at grand place at night!,Negative,44496,2181,31059.6,Grand Place at night,Adventure
6/27/2025,11:38,U59890,Vilnius,"Between meetings in Vilnius, took a moment to enjoy baroque churches in morning light.",Neutral,176969,1877,109935.4,Baroque churches in morning light,Business
7/2/2025,19:10,U31572,Rome,Exploring the beauty of Rome – street performer near the pantheon.,Positive,443090,3584,273022,Street performer near the Pantheon,Leisure
5/31/2025,3:37,U87084,Munich,Relaxing in Munich with views like this: marienplatz christmas market.,Neutral,333867,3890,208100.2,Marienplatz Christmas market,Leisure
7/14/2025,13:37,U61504,Zurich,Exploring the beauty of Zurich – conference center interior.,Positive,345603,491,208343.8,Conference center interior,Leisure
7/6/2025,4:23,U33996,Venice,Relaxing in Venice with views like this: piazza san marco crowd.,Positive,345810,1007,209500,Piazza San Marco crowd,Leisure
6/3/2025,23:31,U52923,Vilnius,Adrenaline + views = Vilnius. Loved baroque churches in morning light!,Positive,194113,693,117853.8,Baroque churches in morning light,Adventure
6/12/2025,4:12,U35365,Oslo,Vacation vibes in Oslo! Viking Ship Museum display made it unforgettable.,Negative,188207,4902,122728.2,Viking Ship Museum display,Leisure
6/9/2025,7:37,U97891,Bangkok,"Between meetings in Bangkok, took a moment to enjoy wat arun at sunset.",Positive,307520,4621,193754,Wat Arun at sunset,Business
6/5/2025,12:16,U28754,Jakarta,Adrenaline + views = Jakarta. Loved national monument in central park!,Positive,370566,3864,230067.6,National Monument in central park,Adventure
7/6/2025,10:53,U48883,Copenhagen,Business isn’t all boring – check out colorful houses in nyhavn in Copenhagen.,Positive,65179,2667,44441.4,Colorful houses in Nyhavn,Business
7/8/2025,14:10,U46249,Dubai,Exploring the beauty of Dubai – burj khalifa from below.,Positive,113130,4074,76026,Burj Khalifa from below,Leisure
7/24/2025,1:43,U79874,Abu Dhabi,Vacation vibes in Abu Dhabi! Sheikh Zayed Mosque white domes made it unforgettable.,Negative,193230,4060,124058,Sheikh Zayed Mosque white domes,Leisure
6/13/2025,4:36,U35893,Marrakech,Adrenaline + views = Marrakech. Loved koutoubia mosque at dusk!,Neutral,203170,1335,124572,Koutoubia Mosque at dusk,Adventure
7/3/2025,14:45,U50536,Marrakech,Thrill-seeking in Marrakech! Lanterns in souk alley was the highlight.,Positive,361103,4858,226377.8,Lanterns in souk alley,Adventure
5/29/2025,18:24,U11123,Rome,Vacation vibes in Rome! Pasta served in a small trattoria made it unforgettable.,Neutral,105962,4180,71937.2,Pasta served in a small trattoria,Leisure
7/19/2025,7:57,U16354,Zagreb,Relaxing in Zagreb with views like this: st. mark’s colorful roof.,Positive,381387,4531,237894.2,St. Mark’s colorful roof,Leisure
6/9/2025,14:44,U78541,Rio de Janeiro,"Between meetings in Rio de Janeiro, took a moment to enjoy christ the redeemer statue view.",Neutral,456806,3405,280893.6,Christ the Redeemer statue view,Business
7/26/2025,2:28,U16315,Toronto,Quick trip to Toronto for work – still managed to catch this: graffiti alley street art.,Positive,380667,3789,235978.2,Graffiti Alley street art,Business
7/27/2025,18:24,U77157,Brussels,"Between meetings in Brussels, took a moment to enjoy atomium reflecting in water.",Positive,406767,4677,253414.2,Atomium reflecting in water,Business
7/18/2025,1:00,U42507,Iceland,Vacation vibes in Iceland! Hot spring in snowy landscape made it unforgettable.,Positive,422489,1852,257197.4,Hot spring in snowy landscape,Leisure
7/18/2025,17:46,U19494,Zurich,Thrill-seeking in Zurich! Lake Zurich view with swans was the highlight.,Positive,293435,417,176895,Lake Zurich view with swans,Adventure
6/8/2025,12:27,U55537,Edinburgh,Relaxing in Edinburgh with views like this: edinburgh castle on hill.,Positive,466613,3761,287489.8,Edinburgh Castle on hill,Leisure
7/10/2025,11:27,U70160,Los Angeles,Exploring the beauty of Los Angeles – taco stand at night.,Neutral,392260,1628,238612,Taco stand at night,Leisure
7/8/2025,14:16,U62001,Lima,Relaxing in Lima with views like this: colonial architecture in center.,Positive,116409,2538,74921.4,Colonial architecture in center,Leisure
6/11/2025,21:50,U92253,Marrakech,Adventuring through Marrakech – just look at koutoubia mosque at dusk!,Positive,284073,1405,173253.8,Koutoubia Mosque at dusk,Adventure
6/12/2025,0:10,U79549,Paris,Vacation vibes in Paris! Eiffel Tower lit at night made it unforgettable.,Positive,59642,1974,39733.2,Eiffel Tower lit at night,Leisure
6/21/2025,4:30,U86561,Manila,Adventuring through Manila – just look at intramuros colonial wall!,Positive,324077,3792,202030.2,Intramuros colonial wall,Adventure
6/5/2025,14:58,U44328,Buenos Aires,Thrill-seeking in Buenos Aires! Colorful Caminito buildings was the highlight.,Positive,182202,3347,116015.2,Colorful Caminito buildings,Adventure
7/28/2025,9:01,U67412,Warsaw,Business isn’t all boring – check out colorful buildings in old town in Warsaw.,Neutral,207481,4217,132922.6,Colorful buildings in Old Town,Business
7/7/2025,20:34,U15069,London,Adventuring through London – just look at london eye over the thames!,Positive,178226,2063,111061.6,London Eye over the Thames,Adventure
6/30/2025,16:39,U52538,Kuala Lumpur,Adventuring through Kuala Lumpur – just look at petronas towers at night!,Neutral,399139,1344,242171.4,Petronas Towers at night,Adventure
